Question,Answer
Il motore a scoppio funziona aspirando e comprimendo una miscela di aria e benzina,V
"Il motore a combustione interna che fornisce potenza agli autoveicoli, trasforma l'energia meccanica in energia termica",F
Il motore a scoppio funziona aspirando e comprimendo solo aria,F
"Il motore Diesel è detto anche motore ""ad accensione comandata""",F
"Il motore a scoppio è detto anche ""ad accensione spontanea""",F
La potenza rappresenta il lavoro compiuto nell'unità di tempo,V
In presenza del segnale raffigurato è consentito il transito alle autocisterne che trasportano acqua,V
Il consumo specifico di un motore rappresenta la quantità di combustibile necessaria per la produzione di una unità di potenza,V
Per un rendimento ottimale del motore occorre tenerlo sempre al massimo dei giri,F
Per un rendimento ottimale del motore occorre tenerlo sempre al minimo dei giri,F
La potenza di un motore si indica in Volt,F
Il motore Diesel è un motore ad accensione spontanea,V
"Se il rendimento di un motore aumenta, il suo consumo specifico di combustibile diminuisce",V
La benzina ha un punto di infiammabilità inferiore a quello del gasolio,V
"In un motore a quattro tempi, l'albero motore compie due giri per completare un singolo ciclo di funzionamento",V
"La cilindrata di un motore è data dalla somma dei volumi interni dei singoli cilindri, calcolata nel momento in cui i pistoni si trovano in corrispondenza del punto morto inferiore",V
"Se il rendimento di un motore aumenta, anche il suo consumo specifico di combustibile cresce",F
"In un veicolo pesante, lo specchio retrovisore esterno principale destro permette la visione indiretta anche di un tratto di strada retrostante, a sinistra del veicolo",F
"In presenza del segnale raffigurato è consentito il transito di rimorchi che trasportano sostanze che possono contaminare l'acqua, purché la motrice sia scarica",F
I cilindri sono elementi mobili del motore che scorrono in apposite sedi ricavate nel monoblocco,F
Un motore a combustione interna ha lo scopo di trasformare l'energia termica in energia meccanica,V
"Durante il funzionamento di un motore, il calore che non viene trasformato in energia meccanica viene ceduto all'esterno, tramite l'impianto di raffreddamento, per evitarne il surriscaldamento",V
"Il motore a quattro tempi è un tipo di motore termico in grado di utilizzare vari tipi di combustibili, come benzina, gasolio, metano, gpl, alcool",V
I veicoli equipaggiati con motori a combustione interna trasformano l'energia termica prodotta dalla combustione in energia meccanica disponibile alle ruote,V
"In un motore a gasolio, il turbocompressore, sfruttando i gas di scarico, consente di aumentare la quantità di aria immessa nella camera di combustione al fine di migliorare la combustione ed aumentare la potenza erogata, a parità di consumo",V
"A parità di potenza erogata, un motore turbocompresso consuma meno combustibile",V
I motori turbocompressi consentono di recuperare parte dell'energia che va normalmente dispersa attraverso i gas di scarico,V
La sovralimentazione aumenta la densità dell'aria immessa nei cilindri,V
"Compito dell'intercooler è quello di abbassare la temperatura dell'aria in uscita dal turbocompressore, in modo da aumentare il rendimento del motore",V
Il segnale raffigurato preannuncia una zona soggetta ad allagamento,F
I motori dotati di turbocompressore necessitano di un doppio silenziatore (marmitta potenziata),F
"Il turbocompressore aumenta la potenza del motore, ma ne peggiora il rendimento",F
"Il turbocompressore aumenta la potenza del motore, ma ne aumenta il consumo specifico",F
"Compito dell'intercooler è quello di abbassare la temperatura del liquido di raffreddamento del motore, soprattutto nelle zone con climi caldi",F
Il turbocompressore può essere utilizzato solo su motori di piccola cilindrata (massimo 2000 cm3),F
Compito degli organi di scarico di un veicolo è quello di convogliare i gas di scarico verso l'esterno,V
Compito degli organi di scarico di un veicolo è quello di abbassare la temperatura dei gas di scarico convogliati verso l'esterno,V
"Compito degli organi di scarico di un veicolo è quello di abbassare la pressione dei gas di scarico convogliati verso l'esterno, in modo da ridurre il rumore",V
"La marmitta deve essere sempre sostituita quando presenta crepe o rotture, anche se piccole",V
"Se la marmitta deve essere sostituita, quella nuova deve sempre essere di tipo omologato per lo specifico veicolo",V
Il segnale raffigurato vieta il transito alle autocisterne vuote,F
"Se la marmitta deve essere sostituita, quella nuova può essere di qualunque tipo, purché la sua lunghezza sia uguale o inferiore a quella vecchia",F
La marmitta deve essere sostituita a ogni revisione del veicolo,F
"In un motore Diesel, la marmitta deve essere sostituita ogni due anni o ogni 25000 chilometri, perché il nerofumo tende a intasarla",F
"La marmitta forata può essere riparata con del silicone sigillante, senza che sia necessario sostituirla",F
"In un motore Diesel, se la pompa di alimentazione ha funzionamento elettrico, può trovarsi immersa all'interno del serbatoio del combustibile",V
Non è opportuno sostituire un fusibile con uno di amperaggio diverso,V
Tutti i fusibili sono raccolti in uno o più contenitori facilmente accessibili,V
Ogni fusibile è distinto dagli altri per il colore e per il numero scritto sulla sua parte in plastica,V
Il fusibile è un dispositivo in grado di interrompere il flusso di corrente a un apparato se questa supera una soglia prefissata,V
I fusibili sono costituiti da un contenitore al cui interno è presente un filo metallico dimensionato in modo tale da fondere se la corrente che lo attraversa supera un valore limite,V
In presenza del segnale raffigurato un autotreno di massa pari a 44 tonnellate può sorpassare un'autovettura,V
La posizione della scatola dei fusibili è indicata sul libretto di uso e manutenzione,V
La parte isolante dei fusibili ha in genere colori differenti a seconda del loro amperaggio,V
Sui fusibili si trova scritto il valore del loro amperaggio,V
Il valore dell'amperaggio di un fusibile è un numero seguito dalla lettera A maiuscola,V
"L'impianto elettrico di un autoveicolo è suddiviso in sezioni, ciascuna protetta dal proprio fusibile",V
I circuiti elettrici dell'autoveicolo sono raramente protetti da un fusibile,F
I fusibili sono sostituibili solo in officina,F
"Se non si dispone di un fusibile sostitutivo uguale, occorre sostituire quello guasto con uno di amperaggio minore",F
Tutti i fusibili vanno sostituiti ogni volta che si effettua la revisione periodica del veicolo,F
Il fusibile è un dispositivo idraulico che è in grado di proteggere l'impianto di lubrificazione da eventuali sovrappressioni,F
In presenza del segnale raffigurato un autocarro può sorpassare un autobus,V
Sui fusibili si trova scritto il valore del loro voltaggio,F
Il valore del voltaggio di un fusibile è un numero seguito dalla lettera V maiuscola,F
I fusibili di colore rosso possono essere sostituiti solo da addetti delle officine specializzate,F
Se lo stesso fusibile brucia spesso è bene sostituirlo con uno di amperaggio inferiore,F
Se lo stesso fusibile brucia spesso è bene sostituirlo con un cavallotto di filo elettrico,F
"La sostituzione di un fusibile va fatta con la chiave del quadro inserita, in modo da vedere subito se si è operato correttamente",F
"Nei veicoli pesanti, tutti i fusibili hanno di norma il medesimo amperaggio",F
I fusibili hanno una specifica polarità e vanno pertanto infilati nella loro sede con un verso preciso,F
I veicoli dotati di motore Diesel non hanno fusibili perché non necessitano di impianto di accensione,F
In molti casi la stessa cinghia trapezoidale che comanda l'alternatore mette in movimento anche la pompa centrifuga del liquido di raffreddamento,V
"Il segnale raffigurato indica la fine del divieto di sorpasso per veicoli merci di massa a pieno carico superiore a 3,5 tonnellate",V
L'alternatore viene azionato da una o più cinghie trapezoidali,V
L'alternatore è un generatore di corrente alternata,V
Se l'alternatore è guasto si accende una spia rossa situata sul cruscotto,V
Se l'alternatore genera poca corrente è possibile che la cinghia trapezoidale si sia allentata,V
"La corrente generata dall'alternatore, per essere accumulata dalla batteria, deve venire raddrizzata, cioè trasformata in corrente continua",V
"Il buon funzionamento dell'alternatore si controlla per mezzo di una spia luminosa posta sul cruscotto, che deve rimanere spenta",V
I moderni alternatori hanno incorporato un raddrizzatore che rende continua la corrente in uscita,V
L'autista deve verificare periodicamente lo stato di carica dell'alternatore,F
Alcuni motori Diesel sono privi di alternatore,F
"Nei motori a scoppio o Diesel, l'alternatore sostituisce la batteria",F
"In presenza del segnale raffigurato è vietato il transito degli autotreni, autosnodati, autoarticolati",F
"Nei motori a scoppio o Diesel, l'alternatore fornisce la corrente per il motore, mentre la batteria produce quella per le luci e per i servizi",F
Se l'alternatore è guasto si accende una spia arancione situata sul cruscotto,F
"Quando l'alternatore si guasta, il motore si spegne di colpo",F
L'alternatore fornisce corrente alternativamente al motore o alla batteria,F
"Mediante un pulsante situato sul cruscotto, l'autista decide se l'alternatore deve fornire corrente al motore o alla batteria",F
L'alternatore funziona anche a motore spento,F
Sia il motore a scoppio che quello Diesel sono dotati del motorino d'avviamento,V
Il motorino d'avviamento viene alimentato dalla corrente fornita dalla batteria,V
"Se il motorino di avviamento non funziona, ciò può dipendere dal fatto che la batteria è scarica",V
"Se il motorino di avviamento funziona, ma il motore non gira, può darsi che il pignoncino o il suo cuscinetto reggi-spinta si siano rotti",V
In presenza del segnale raffigurato le autovetture devono sorpassare gli autocarri sulla corsia di destra,F
"Su alcuni veicoli a motore Diesel, il motorino di avviamento è alimentato dal gasolio proveniente dal serbatoio",F
"In caso di emergenza, il motorino d'avviamento può essere azionato con apposita manovella",F
Il motorino d'avviamento non è presente sugli autoveicoli con cambio automatico,F
"Il motorino d'avviamento può essere utilizzato facendolo girare al contrario, per potenziare l'effetto frenante del motore",F
La batteria viene mantenuta carica dall'alternatore,V
La corrente erogata dalla batteria è sempre continua,V
La corrente erogata dalla batteria è a bassa tensione ed è continua,V
